N,P,K,temperature,humidity,ph,rainfall,season_length,altitude,label
0.31,26.06,48.2,20.28,44.71,6.92,401.39,173.48,561.67,fig
45.58,29.92,104.89,18.18,73.29,6.02,636.73,201.51,237.6,grape
32.97,22.64,43.01,15.37,34.77,7.84,220.73,169.21,466.38,almond
105.31,39.81,165.59,17.76,63.96,5.64,869.81,154.92,69.31,tomato
123.05,57.32,161.42,26.34,86.71,5.71,1681.27,314.02,63.06,sugarcane
50.92,29.92,85.92,13.33,61.63,5.47,739.25,173.94,293.18,grape
67.8,33.27,105.81,18.89,66.89,6.94,854.55,182.54,417.59,grape
60.68,43.48,129.42,28.92,49.99,6.4,1042.51,191.23,217.86,mango
27.29,30.38,37.76,17.84,55.85,7.76,209.66,267.12,301.34,olive
57.06,21.91,115.83,13.56,54.01,5.72,294.19,150.77,163.08,grape
132.68,62.41,67.12,31.18,63.69,6.04,735.47,131.93,194.55,maize
35.63,53.05,35.91,22.3,40.45,7.11,401.35,80.06,420.03,chickpea
65.27,30.2,125.68,29.93,50.85,5.93,932.36,142.66,358.63,mango
83.27,54.39,37.63,12.56,52.63,6.08,686.56,171.62,455.69,wheat
91.22,78.11,185.7,28.44,80.74,5.31,1369.47,322.49,106.55,banana
153.97,55.3,129.39,31.29,77.42,6.34,1632.7,339.51,32.31,sugarcane
86.82,18.65,78.26,29.85,86.62,6.0,1560.14,89.96,200.83,rice
70.16,46.13,84.72,19.25,68.62,7.16,790.83,316.65,327.21,citrus
116.01,68.84,163.13,26.51,87.35,6.06,1587.91,307.85,84.58,banana
118.92,56.37,66.2,22.33,63.74,5.54,948.53,108.34,96.79,maize
108.12,34.14,44.58,25.03,83.67,5.35,1721.46,127.25,0.0,rice
35.51,80.18,19.71,18.65,46.88,8.4,535.54,114.47,553.31,chickpea
54.27,18.61,64.46,16.69,53.67,6.96,482.77,264.62,362.65,almond
36.01,17.76,84.93,17.77,37.19,7.51,779.06,213.3,198.8,olive
51.89,12.65,73.94,22.37,39.25,7.51,579.76,256.17,551.95,almond
52.78,0.0,86.93,22.15,46.15,6.6,466.3,164.46,286.17,fig
114.86,45.66,104.02,32.44,72.05,7.03,1798.05,295.56,50.1,sugarcane
154.84,57.15,149.09,27.82,68.26,6.29,1607.41,335.2,0.0,sugarcane
105.48,46.88,102.9,31.79,55.32,6.7,699.27,171.71,31.07,cotton
0.0,24.61,49.82,21.52,44.56,7.01,558.89,259.04,485.39,fig
18.74,21.39,81.55,23.06,42.37,7.13,438.83,229.68,421.01,fig
97.49,77.81,75.24,28.7,68.54,6.41,669.08,200.86,17.61,cotton
54.82,50.69,53.94,10.73,53.91,7.29,498.12,149.46,340.68,wheat
125.38,70.58,68.03,32.56,33.23,6.27,517.51,194.32,109.46,cotton
126.65,56.05,76.5,26.55,84.66,7.26,1311.01,363.94,0.0,sugarcane
22.43,42.85,65.44,9.47,44.45,6.87,469.17,46.98,516.04,lentil
16.28,65.4,65.66,10.85,39.6,6.04,372.03,141.96,601.32,lentil
118.84,62.0,59.95,19.9,51.73,6.16,736.2,179.87,139.73,maize
145.5,49.65,206.37,21.38,70.24,6.12,907.67,107.92,69.29,tomato
130.1,50.52,78.96,28.21,78.24,6.17,1676.18,349.11,41.17,sugarcane
98.14,49.94,44.69,24.21,82.8,4.8,1392.39,158.49,0.0,rice
15.48,42.12,51.3,13.87,34.0,6.66,275.07,95.79,612.62,lentil
61.02,36.23,52.91,16.06,42.37,6.14,497.03,181.41,270.16,wheat
105.0,79.93,190.58,29.65,84.7,6.43,1760.89,342.19,149.2,banana
108.92,55.1,100.12,25.55,60.96,5.87,762.91,177.52,25.09,cotton
104.96,49.36,53.35,24.5,49.62,6.71,700.46,130.27,176.47,maize
56.87,36.17,102.66,30.12,42.97,5.65,1057.85,127.96,123.66,mango
66.54,37.66,154.8,27.51,52.72,4.9,937.34,196.78,198.24,mango
152.4,39.97,144.75,31.44,91.76,5.74,1536.4,329.6,52.79,sugarcane
105.62,48.92,105.46,25.07,74.49,6.49,943.5,175.41,0.0,maize
0.0,16.13,46.85,19.78,40.86,7.3,546.35,173.81,159.71,olive
99.7,45.59,87.5,28.43,98.61,5.9,1491.68,129.73,0.0,rice
103.67,80.99,216.97,28.32,72.63,5.7,1700.87,295.85,64.78,banana
49.12,55.71,75.87,26.75,45.89,4.98,908.43,176.6,272.99,mango
44.32,30.56,111.86,15.66,49.3,5.88,854.02,135.89,454.84,grape
103.15,62.86,217.93,28.56,74.69,5.97,1550.1,281.03,175.67,banana
118.24,72.02,137.59,24.71,75.0,5.51,577.98,114.01,48.56,tomato
145.62,48.92,166.67,25.59,69.58,5.28,559.22,131.6,0.0,tomato
90.65,69.93,214.64,27.55,71.44,5.79,1689.04,220.91,0.0,banana
144.53,41.9,176.25,30.29,66.57,6.51,731.61,163.78,93.09,tomato
73.35,45.89,102.4,22.51,53.67,6.25,894.14,232.43,202.13,mango
43.67,54.88,60.39,15.75,32.35,7.65,299.86,152.36,289.28,lentil
126.77,48.22,132.84,33.95,56.08,6.73,500.18,153.11,192.68,cotton
29.85,51.61,119.4,12.01,58.51,6.41,521.76,156.25,318.06,grape
24.98,39.12,53.12,20.97,48.98,6.22,401.8,134.74,378.33,chickpea
42.37,42.24,75.66,18.8,56.19,6.54,287.37,172.38,123.8,grape
104.39,56.92,195.44,33.54,81.1,5.96,1589.04,280.41,35.26,banana
66.2,13.72,67.62,11.32,51.06,7.53,401.79,142.87,391.52,almond
45.69,29.88,61.96,16.45,57.32,6.85,497.2,257.07,412.72,olive
85.91,57.35,104.63,35.12,60.36,5.37,811.2,87.78,348.44,mango
130.72,38.71,144.06,20.12,71.46,6.6,530.74,92.73,46.01,tomato
35.08,24.92,12.93,14.95,36.78,7.21,358.11,240.58,509.09,almond
136.76,31.67,186.84,23.72,75.0,5.52,792.68,176.25,149.81,tomato
137.91,53.32,197.68,20.57,69.83,6.02,738.15,141.92,0.0,tomato
108.97,72.92,211.43,29.81,68.06,4.97,1782.5,280.43,147.79,banana
118.42,59.76,64.04,27.85,91.95,5.71,1448.78,99.47,94.77,rice
9.31,37.31,34.28,13.96,43.32,7.21,194.13,124.48,565.5,lentil
12.25,72.93,56.45,15.43,30.46,7.95,184.85,98.86,440.68,chickpea
31.69,48.7,22.13,7.26,50.96,6.38,334.43,148.11,440.23,lentil
32.3,33.58,67.31,14.68,40.88,7.51,620.74,89.31,687.35,chickpea
99.69,59.35,99.83,30.36,57.47,7.2,744.12,169.47,67.38,cotton
90.8,92.25,189.25,22.91,82.52,5.15,1737.04,247.71,181.19,banana
51.01,30.05,81.84,17.47,57.35,6.55,707.93,151.05,223.88,grape
98.51,46.22,92.11,28.38,51.5,7.1,791.65,174.56,121.19,cotton
43.15,23.82,120.68,11.52,60.59,7.27,471.01,182.42,400.2,olive
110.16,33.8,110.41,28.3,80.78,5.49,1634.44,338.97,197.13,sugarcane
90.07,32.72,56.06,23.15,49.03,6.24,859.94,306.24,208.01,citrus
71.42,44.14,83.29,24.73,66.16,6.57,1057.27,231.01,0.0,citrus
92.17,29.78,42.87,18.93,51.12,7.54,482.91,134.09,423.48,wheat
100.14,61.05,76.18,33.95,64.88,6.47,798.02,170.75,194.85,mango
94.87,35.04,52.98,20.77,50.25,6.34,604.74,340.39,233.68,citrus
37.67,3.94,74.24,18.55,54.23,6.98,624.23,218.42,306.53,olive
105.2,45.48,80.81,31.27,51.93,7.05,709.79,178.28,94.91,cotton
91.27,39.15,67.21,25.85,53.34,5.46,1178.96,155.01,164.16,mango
16.83,58.84,94.42,21.93,33.64,7.68,374.94,100.86,543.89,chickpea
12.16,46.8,21.52,18.83,52.22,8.16,508.02,105.97,705.39,chickpea
139.31,52.56,141.46,28.74,65.48,6.76,1693.64,356.09,0.0,sugarcane
91.72,41.42,50.06,4.98,35.77,7.38,458.45,195.93,537.22,wheat
52.71,30.99,63.8,11.94,53.33,7.9,397.72,207.92,570.64,almond
152.76,61.65,128.14,29.18,79.92,6.15,1398.9,323.29,0.0,sugarcane
88.33,34.58,99.56,31.02,58.21,5.43,1011.13,139.85,297.21,mango
29.44,44.88,83.91,21.44,45.75,6.99,365.35,116.23,565.1,lentil
148.74,64.67,161.16,29.44,83.01,5.65,1684.95,342.68,39.55,sugarcane
125.61,61.18,104.94,24.1,44.6,6.9,741.31,197.93,241.59,cotton
132.99,51.2,72.66,22.88,70.35,6.57,726.2,131.51,0.0,maize
123.86,49.83,66.16,21.74,59.19,6.08,758.76,78.7,95.9,maize
115.14,49.92,57.55,30.97,88.86,7.1,1458.17,157.73,0.0,rice
20.99,17.81,49.95,16.6,45.55,8.08,388.59,240.51,492.94,fig
92.56,54.9,146.58,24.64,71.77,6.02,614.41,148.42,159.79,tomato
149.08,53.86,61.2,22.22,69.75,5.27,611.97,132.61,56.94,maize
66.28,40.6,115.4,30.75,44.64,5.76,1030.11,137.65,267.45,mango
79.54,50.65,40.94,29.96,51.82,5.21,936.36,186.89,233.55,mango
14.03,11.13,57.92,13.59,32.67,7.68,391.71,248.29,587.5,almond
134.11,62.2,102.89,30.08,90.78,6.41,1570.46,365.0,0.0,sugarcane
93.99,48.04,56.76,19.98,40.57,7.02,632.25,112.87,426.45,wheat
69.18,41.15,108.75,31.28,50.01,6.19,757.29,113.66,288.93,mango
35.75,1.68,54.72,21.75,69.0,8.06,464.1,256.92,340.59,fig
108.19,56.87,179.58,30.75,78.18,5.58,1615.53,274.39,0.0,banana
131.35,59.13,124.99,27.61,63.49,6.23,784.66,139.51,0.0,tomato
76.21,44.02,35.75,26.14,82.58,6.33,1377.23,180.49,4.27,rice
117.05,51.19,145.41,20.36,70.65,6.77,667.74,129.95,0.0,tomato
92.67,43.36,46.74,21.58,64.81,5.84,849.88,278.4,83.17,citrus
32.04,59.63,28.86,23.88,56.24,7.25,535.01,164.95,684.4,chickpea
103.23,58.82,71.11,26.46,63.03,6.16,774.98,233.61,177.31,cotton
138.28,46.96,145.45,27.72,56.99,6.25,618.25,165.16,0.0,tomato
141.62,47.48,67.88,27.46,50.24,6.33,679.9,166.29,124.68,cotton
63.13,30.1,66.27,20.21,67.73,6.58,663.66,333.56,249.71,citrus
158.72,47.84,91.01,28.36,74.88,6.51,1679.82,322.45,0.0,sugarcane
138.15,48.31,80.07,25.57,57.72,5.57,740.14,129.27,158.04,cotton
133.22,43.95,192.28,28.17,63.38,5.83,689.93,84.14,81.65,tomato
85.03,32.07,71.95,31.92,33.61,6.31,1253.23,135.76,92.77,mango
64.13,36.45,118.66,32.69,42.95,4.73,1193.95,140.77,139.32,mango
28.9,57.27,51.58,16.19,42.53,7.11,289.05,132.1,713.51,chickpea
2.05,51.72,52.67,19.12,41.65,7.49,560.25,72.16,693.4,chickpea
11.89,38.72,91.89,11.21,39.99,6.26,447.55,134.56,362.95,lentil
127.64,56.99,67.98,21.09,57.45,6.28,677.21,88.52,199.27,maize
28.98,16.41,88.74,24.86,68.78,6.85,694.48,252.93,415.17,olive
64.03,48.42,136.92,12.92,53.3,6.82,419.96,142.89,332.58,grape
74.18,34.2,139.84,31.18,50.92,5.32,969.96,151.9,306.99,mango
15.19,3.6,36.77,16.86,51.24,7.49,435.39,150.45,546.46,olive
16.13,15.66,47.85,22.51,48.26,7.08,563.3,212.56,432.48,fig
122.64,51.07,117.35,24.15,64.18,5.55,693.57,73.05,129.6,tomato
47.72,32.53,72.18,28.08,72.01,6.41,703.2,291.95,95.45,citrus
97.32,78.28,185.71,29.45,79.1,5.87,1840.13,248.18,224.19,banana
129.28,41.34,159.32,30.0,76.62,5.98,1426.88,365.0,0.0,sugarcane
123.27,53.73,204.9,25.12,46.26,6.06,652.73,121.5,34.52,tomato
81.11,59.08,193.74,29.65,72.7,5.87,1564.66,273.52,134.38,banana
73.42,45.54,55.21,12.47,46.28,6.69,446.4,122.99,461.48,wheat
160.72,49.84,147.76,24.64,65.0,5.18,630.67,141.61,220.2,tomato
98.27,43.14,71.4,16.25,41.13,6.32,590.16,131.69,511.86,wheat
0.0,50.24,28.69,12.66,51.71,7.05,203.3,138.4,525.82,lentil
116.67,50.06,76.1,26.41,46.54,6.46,794.7,82.69,117.46,maize
55.67,24.78,113.09,13.27,55.96,6.67,678.56,177.72,262.58,grape
88.83,53.25,46.17,20.68,90.13,5.97,1763.74,128.87,0.0,rice
98.04,24.28,92.19,22.85,53.24,6.51,993.37,268.3,92.93,citrus
44.01,35.55,131.74,13.33,58.89,6.52,669.39,139.0,264.49,grape
108.1,48.5,50.14,28.81,68.76,6.6,786.49,95.95,57.44,maize
72.09,44.21,59.27,11.09,55.34,7.14,441.34,176.65,307.87,wheat
39.24,34.75,92.96,14.5,52.41,6.4,640.84,171.07,120.38,grape
146.59,62.15,152.72,30.17,73.33,5.84,1541.24,306.21,32.92,sugarcane
36.38,33.01,51.93,19.7,48.89,7.77,319.61,246.76,415.91,olive
106.23,65.18,177.97,25.24,76.91,5.75,1541.32,295.71,72.16,banana
28.48,28.94,79.23,17.6,51.64,7.24,425.2,232.67,479.0,almond
46.8,13.85,105.45,19.62,62.34,6.25,684.85,167.09,116.97,grape
79.03,31.04,116.13,25.27,67.19,4.94,1076.17,112.11,70.98,mango
68.25,37.33,90.98,29.21,38.31,5.65,858.46,210.46,128.11,mango
48.49,37.51,139.94,12.18,60.24,6.11,648.1,199.14,324.69,grape
91.4,89.47,200.52,26.51,87.51,5.27,1705.18,284.61,223.39,banana
155.03,37.4,112.96,31.84,82.14,6.6,1433.2,316.43,0.0,sugarcane
45.36,23.56,64.69,17.17,40.19,7.34,308.54,254.52,486.79,almond
149.54,65.29,97.56,28.76,79.81,6.01,1443.22,350.41,178.7,sugarcane
56.72,37.8,82.42,10.17,50.08,6.57,442.41,108.82,361.22,wheat
47.5,56.79,77.02,15.91,71.65,6.61,616.08,165.1,294.02,grape
112.42,79.15,187.21,28.6,87.64,6.03,1774.37,253.23,67.17,banana
117.19,54.39,47.06,29.42,53.61,6.15,892.27,143.12,259.92,maize
63.33,71.29,127.19,32.93,53.59,6.12,1055.91,183.32,370.93,mango
87.86,32.71,74.15,11.84,46.52,6.77,569.07,172.8,376.0,wheat
63.85,35.28,89.19,14.07,67.71,5.78,676.51,129.09,190.66,grape
110.49,37.23,61.47,21.89,91.07,6.86,1541.07,152.33,0.0,rice
161.0,42.78,69.7,27.27,62.74,6.04,1595.9,364.14,0.0,sugarcane
15.2,38.13,22.08,18.78,54.59,7.65,289.18,190.77,537.41,olive
72.64,36.73,44.68,15.07,44.73,7.06,581.22,116.97,433.95,wheat
19.81,11.49,49.18,14.44,48.15,6.55,741.43,228.95,306.71,olive
9.01,35.67,30.54,11.34,50.01,6.63,643.81,112.98,562.68,lentil
58.28,23.03,48.15,16.44,19.23,7.62,298.89,254.41,653.38,almond
66.9,37.89,107.62,25.35,38.52,5.53,882.85,141.42,290.33,mango
113.93,35.34,67.55,27.8,90.4,6.74,1527.1,118.68,120.64,rice
59.33,34.67,95.71,16.58,46.54,7.16,608.03,176.43,343.05,grape
60.44,29.21,10.24,14.79,62.4,6.34,437.02,106.13,539.8,wheat
119.37,52.39,95.46,27.85,56.0,5.8,872.48,75.12,63.61,maize
45.64,33.63,119.06,17.66,63.91,5.9,676.53,178.8,335.46,grape
95.61,69.44,192.25,29.94,84.27,5.54,1777.82,332.58,183.6,banana
28.24,61.29,81.82,15.66,35.52,7.46,293.32,153.51,485.3,lentil
40.0,27.04,56.28,14.56,34.63,7.79,405.33,226.94,393.59,olive
60.13,17.75,125.41,21.84,51.1,6.08,573.97,182.54,363.09,grape
123.64,23.26,66.47,23.17,67.65,6.59,709.31,338.26,26.83,citrus
117.42,65.35,165.37,31.12,80.71,5.7,1550.68,340.62,79.82,sugarcane
0.0,55.49,85.51,21.31,38.2,7.51,413.37,145.97,566.63,chickpea
105.99,41.29,78.57,24.08,59.41,6.33,780.53,155.3,64.42,cotton
95.63,55.51,208.15,32.27,93.7,5.7,1604.83,287.5,91.32,banana
9.42,42.91,80.08,20.84,28.86,7.51,376.41,142.17,477.77,chickpea
67.58,24.43,21.4,18.77,37.16,8.97,656.0,172.97,515.4,almond
105.73,35.79,36.9,22.83,78.59,6.27,1300.72,104.37,58.7,rice
41.14,43.99,76.4,19.74,66.34,6.75,543.1,75.56,535.56,lentil
122.57,59.45,83.37,24.42,55.43,6.34,752.23,208.82,62.07,cotton
70.21,41.39,70.79,27.73,43.89,6.06,988.46,146.52,112.88,mango
11.79,53.18,39.48,13.54,46.78,6.8,563.14,93.85,540.57,lentil
111.4,73.08,147.96,24.21,72.51,6.33,547.03,171.08,0.0,tomato
140.03,43.15,92.1,34.47,88.3,5.81,1686.65,338.46,7.58,sugarcane
22.69,1.55,80.08,16.92,37.31,7.61,296.1,189.82,377.8,olive
117.49,44.11,85.16,29.19,69.69,6.12,578.27,357.2,205.23,citrus
51.95,30.96,135.05,26.11,42.82,5.73,983.76,143.66,6.29,mango
47.55,33.96,81.14,31.61,50.61,6.42,790.53,189.57,168.89,mango
89.94,50.9,198.71,23.05,73.89,4.92,1505.34,252.45,138.55,banana
59.04,35.26,132.81,35.42,55.54,5.57,936.73,151.56,392.67,mango
137.96,56.7,76.4,28.9,44.69,5.1,549.7,151.36,244.66,cotton
127.05,41.84,42.84,27.18,83.24,6.63,1522.76,140.92,0.0,rice
112.21,54.47,178.34,19.8,66.16,6.09,610.31,140.7,343.21,tomato
102.15,42.16,53.84,30.01,64.87,6.37,899.74,128.18,0.0,maize
17.08,66.58,36.92,18.26,55.07,7.2,429.02,98.68,535.28,chickpea
99.27,45.34,84.25,24.44,86.77,5.16,1356.18,155.26,100.1,rice
104.51,69.91,224.1,29.96,82.97,5.48,1675.01,346.3,0.0,banana
107.12,70.51,216.48,26.45,87.95,5.5,1596.56,298.7,144.64,banana
97.38,57.01,32.8,28.83,85.59,5.62,1642.22,157.29,37.51,rice
124.64,65.05,86.79,25.69,54.01,6.19,614.94,140.88,84.87,cotton
103.15,63.57,203.89,29.99,100.0,5.86,1808.0,347.31,144.0,banana
32.67,62.08,51.06,13.19,36.55,6.63,480.96,103.32,459.37,lentil
44.11,23.68,67.58,18.19,39.79,7.74,298.32,271.79,561.14,almond
127.26,38.12,62.66,24.16,87.95,5.68,1696.25,158.11,16.49,rice
85.68,80.32,175.17,23.46,62.56,5.76,1491.05,289.19,144.18,banana
15.75,58.06,85.77,12.72,50.25,6.49,226.91,148.94,609.67,lentil
68.55,31.94,80.67,11.84,57.34,7.42,642.81,120.56,465.02,wheat
127.65,49.01,91.92,29.04,51.44,7.21,710.62,204.44,234.03,cotton
88.8,36.75,33.29,19.24,83.43,5.81,1540.07,175.42,95.78,rice
116.15,41.89,131.26,27.28,44.21,7.44,672.14,139.6,290.22,maize
0.0,22.13,29.15,24.48,54.11,7.06,393.57,240.33,316.15,fig
137.54,56.62,141.72,21.81,60.48,5.67,574.19,113.35,0.0,tomato
129.23,49.58,63.1,25.16,46.4,6.16,913.99,173.81,60.86,cotton
36.64,22.98,42.1,13.49,30.8,7.91,467.15,183.04,433.48,almond
61.56,16.24,65.0,22.91,49.98,7.56,513.84,178.28,398.75,olive
27.67,40.48,46.04,12.31,33.36,6.25,318.57,171.05,447.23,chickpea
125.47,63.87,200.43,32.89,77.69,6.01,1668.95,278.35,110.39,banana
122.9,50.51,60.04,23.07,72.09,6.45,606.43,157.4,225.07,maize
97.98,81.31,208.55,27.88,89.87,6.12,1696.8,249.37,0.0,banana
86.62,51.55,24.63,21.45,51.6,6.77,475.84,102.39,367.19,wheat
0.0,60.08,69.84,6.04,56.88,7.71,567.3,111.9,538.05,lentil
88.57,37.51,99.96,20.4,63.76,5.92,661.55,312.37,183.23,citrus
61.98,46.72,131.01,19.81,49.25,6.68,774.76,236.74,205.42,citrus
91.42,45.08,78.78,18.48,51.11,6.5,472.37,139.11,307.19,wheat
108.56,53.87,87.88,26.26,59.4,6.34,883.02,130.32,123.36,maize
26.89,15.14,26.23,23.05,41.82,7.67,641.72,258.6,393.96,fig
11.11,5.78,18.55,18.95,52.21,8.13,204.67,183.12,556.91,fig
142.96,55.19,77.36,25.04,59.7,6.8,567.98,157.09,214.34,cotton
91.15,45.96,75.16,26.96,64.23,5.4,1497.99,107.16,53.27,rice
12.6,49.89,61.36,15.4,50.99,7.1,403.08,96.64,793.93,chickpea
20.83,10.4,45.39,22.64,61.42,6.97,317.25,183.53,358.58,fig
76.42,39.73,69.71,26.49,31.88,5.66,997.73,158.46,271.84,mango
119.97,41.58,23.71,22.5,92.57,4.92,1517.44,142.32,46.63,rice
152.13,52.22,103.25,28.05,76.24,5.55,1616.02,299.74,207.56,sugarcane
83.21,47.19,94.91,27.23,89.83,6.49,1326.49,126.86,0.0,rice
103.98,52.5,84.61,31.55,62.73,7.36,916.7,123.51,140.81,maize
110.88,49.05,112.6,28.9,74.18,5.79,747.25,122.2,87.41,tomato
23.13,26.18,53.93,22.15,49.87,7.06,575.96,202.07,389.36,fig
25.3,67.73,76.55,16.88,45.29,7.72,354.08,143.29,649.85,chickpea
128.45,76.84,47.24,25.37,64.69,6.41,612.8,204.95,143.1,cotton
25.74,43.47,73.26,14.35,54.06,7.04,272.59,125.31,601.69,chickpea
156.29,55.44,92.21,33.52,95.32,6.67,1545.82,311.27,19.11,sugarcane
45.65,71.01,46.86,13.87,42.69,6.97,405.92,155.35,541.83,chickpea
112.36,50.01,55.95,27.47,49.55,6.56,401.8,161.67,19.58,cotton
41.66,15.41,68.47,18.54,48.14,7.52,396.58,224.12,394.71,olive
69.58,41.46,67.84,25.06,69.83,6.84,1040.72,303.8,165.54,citrus
106.23,64.14,67.07,20.08,77.82,5.65,1307.12,141.46,0.0,rice
74.52,46.65,82.07,31.64,60.62,5.26,856.57,158.37,514.01,mango
118.93,37.4,61.17,28.03,84.53,5.45,1411.14,171.01,0.0,rice
113.13,67.65,89.78,32.83,47.45,6.65,677.69,184.86,114.51,cotton
98.98,91.94,235.81,27.55,77.1,5.11,1577.81,328.6,23.82,banana
63.55,22.9,100.27,17.98,51.09,7.03,650.85,228.68,270.64,grape
111.6,44.63,16.13,23.24,83.89,6.35,1484.34,150.46,0.0,rice
131.65,46.55,60.08,27.66,59.87,6.65,522.95,187.19,68.6,cotton
46.17,34.03,105.36,17.44,62.11,6.47,486.96,234.6,394.53,grape
54.35,38.0,79.58,17.6,52.92,6.54,367.09,190.57,289.85,grape
5.24,48.94,52.6,12.43,42.19,6.89,400.0,69.72,482.12,lentil
38.17,23.66,50.89,21.41,59.06,7.6,360.91,215.19,453.86,fig
52.11,32.75,72.62,10.87,63.09,5.97,898.09,165.74,351.03,grape
17.9,12.2,90.45,17.54,12.76,7.98,130.45,204.22,605.59,almond
32.82,74.61,72.08,21.64,45.48,6.91,332.71,81.42,612.48,chickpea
71.67,45.37,48.72,12.08,58.64,7.2,567.68,86.28,449.12,wheat
18.28,46.8,51.67,17.73,44.95,8.13,410.95,111.53,565.14,chickpea
100.17,42.71,208.88,21.13,67.62,5.6,878.31,65.68,67.06,tomato
42.39,7.72,30.86,21.48,56.25,7.33,532.46,273.96,305.85,olive
160.46,53.6,123.71,30.92,71.1,6.0,1772.97,304.07,187.21,sugarcane
97.23,53.23,166.39,30.67,54.42,7.27,689.08,141.38,95.05,tomato
116.93,34.78,148.85,22.87,59.04,5.86,644.51,119.47,45.41,tomato
90.1,74.47,210.89,29.53,75.96,5.96,1647.75,291.74,35.49,banana
48.64,24.53,117.04,19.54,53.83,6.5,594.95,188.75,424.69,grape
92.18,75.34,243.08,27.64,79.44,6.35,1561.42,311.23,0.0,banana
68.33,26.96,44.73,25.06,74.26,6.14,808.21,246.48,63.35,citrus
86.82,4.01,104.64,17.24,62.07,6.09,549.76,224.27,281.79,grape
119.77,55.76,223.25,30.71,81.13,6.03,1679.01,294.44,0.0,banana
51.19,29.16,80.2,20.02,42.11,7.14,171.52,245.94,456.4,almond
20.52,27.93,23.75,19.33,37.46,6.81,599.47,225.43,403.14,almond
23.22,55.58,44.45,18.53,46.31,7.65,227.74,74.78,535.41,chickpea
27.1,19.58,45.9,24.05,47.63,6.91,544.8,230.22,436.4,fig
116.94,86.4,166.91,27.32,81.88,5.87,1487.91,309.19,14.64,banana
13.94,0.0,50.39,24.27,42.66,7.61,249.96,162.24,542.83,fig
51.35,17.68,58.78,13.85,29.48,6.73,397.5,229.38,381.33,almond
116.0,65.43,122.43,16.61,81.94,6.31,709.61,83.74,146.04,tomato
155.83,62.7,95.97,33.46,82.95,5.62,1554.95,280.29,39.46,sugarcane
31.92,35.13,46.62,12.46,48.68,6.8,297.02,164.0,577.82,lentil
156.56,37.37,73.58,28.88,50.11,5.62,877.58,140.89,127.7,maize
41.27,64.23,67.4,19.66,31.36,6.88,249.95,99.62,701.09,chickpea
126.63,57.47,113.22,30.09,81.63,5.24,1496.61,254.52,87.44,sugarcane
23.68,35.92,45.61,11.2,44.0,6.59,232.67,100.43,592.91,lentil
71.14,42.97,117.93,13.06,47.65,6.31,668.24,164.62,353.51,grape
97.72,25.18,78.27,25.64,80.09,6.95,774.5,291.07,0.0,citrus
36.7,60.74,42.33,25.59,40.96,6.84,350.65,168.05,563.39,chickpea
100.74,35.99,59.74,27.34,66.84,6.06,1542.08,147.01,164.06,rice
25.0,57.42,57.09,18.03,51.33,8.24,609.99,100.5,378.59,chickpea
85.31,87.06,180.1,28.8,84.25,6.21,1485.76,330.99,0.0,banana
27.45,29.14,79.8,16.04,51.91,8.3,343.21,175.5,482.32,almond
102.12,14.71,97.3,25.68,77.76,6.69,845.61,266.2,88.5,citrus
136.66,30.68,98.13,21.26,72.18,6.13,804.65,320.03,155.9,citrus
77.69,45.22,56.93,24.77,95.34,6.56,1449.48,159.28,0.0,rice
85.74,84.27,220.36,28.45,81.67,5.72,1449.94,272.94,94.04,banana
157.83,60.71,77.1,31.38,80.53,6.13,1642.85,299.59,0.0,sugarcane
84.36,43.22,101.8,22.11,68.64,7.01,940.22,314.45,104.32,citrus
73.24,34.27,80.87,13.06,60.91,6.16,756.02,212.7,270.74,grape
51.33,31.25,32.36,10.31,39.09,7.46,660.81,169.51,341.96,wheat
127.1,57.95,114.93,31.67,89.01,5.4,1292.52,322.28,260.34,sugarcane
72.58,50.23,151.39,31.13,45.14,5.12,1066.12,210.87,69.77,mango
117.83,31.75,98.83,22.75,64.79,6.98,739.92,291.39,81.66,citrus
145.28,50.54,148.59,24.76,62.07,6.14,789.16,140.86,0.0,tomato
4.68,11.28,86.98,21.49,57.23,7.52,283.76,174.05,364.61,fig
6.99,61.52,15.33,19.5,42.47,6.49,392.48,54.24,445.22,chickpea
131.22,64.39,131.99,31.23,72.96,6.84,1431.19,325.0,130.84,sugarcane
124.16,49.24,93.22,27.66,56.02,6.07,739.93,161.49,36.89,cotton
39.35,17.79,32.69,19.7,43.44,7.08,443.65,184.02,339.88,olive
65.82,32.05,44.13,26.62,73.91,6.82,833.9,331.78,65.98,citrus
137.95,47.08,142.72,28.28,83.79,6.05,1598.78,343.84,129.18,sugarcane
39.58,56.97,73.07,19.75,37.29,7.65,507.91,132.43,605.59,chickpea
20.01,58.49,22.96,18.64,46.77,6.32,257.79,121.79,519.5,lentil
116.9,75.72,109.25,26.05,61.35,7.17,746.54,140.94,208.95,cotton
134.15,55.51,108.86,35.57,78.27,6.31,1651.85,334.24,0.0,sugarcane
15.42,14.13,38.03,19.11,48.5,7.86,604.72,220.61,409.12,fig
135.9,61.41,128.24,28.25,74.79,6.58,1544.68,339.85,14.52,sugarcane
16.53,36.25,76.61,12.47,49.44,6.91,482.7,146.93,654.46,lentil
46.66,37.08,89.39,37.83,45.44,5.9,1157.96,125.21,86.18,mango
34.4,9.95,78.76,20.72,54.43,7.03,358.4,225.63,340.48,fig
45.13,42.64,80.72,33.97,54.09,5.22,1010.02,167.19,180.13,mango
