Country/Region,Commodity,Season,Area Harvested,Closing Stocks,Crush,Domestic Supply,Domestic Utilization,Exports (ITY),Exports (NMY),Extraction Rate,Feed Use,Food Use,Imports (ITY),Imports (NMY),Industrial Use,Opening Stocks,Other Uses,Per Capita Food Use,Production,Production Paddy,Residual,Seeds,Stocks to Use Ratio,Supply,Total Supply,Total Utilization,Trade,Yield,Next_Year_Production
Saudi Arabia,TOTAL CEREALS,2018/19,0.0,4.99193,0.0,6.35434,15.79843,0.0,0.045,0.0,10.6117,4.78692,14.4513,14.48102,0.0,6.12393,0.39982,157.6,0.23041,0.0,0.23,0.0,29.950136403425358,0.0,20.83536,20.83536,0.0,0.0,0.74004
Saudi Arabia,TOTAL CEREALS,2019/20,0.0,4.85711,0.0,5.73197,16.66747,0.0,0.1,0.0,11.4252,4.83814,16.24849,15.8926,0.0,4.99193,0.40412,158.8,0.74004,0.0,0.21,0.0,31.088667582813223,0.0,21.62457,21.62457,0.0,0.0,0.76312
Saudi Arabia,TOTAL CEREALS,2020/21,0.0,4.97171,0.0,5.62023,15.62341,0.0,0.14,0.0,10.315,4.91769,14.73778,15.11489,0.0,4.85711,0.39072,158.7,0.76312,0.0,0.21,0.0,38.791994276052506,0.0,20.73512,20.73512,0.0,0.0,0.84354
Saudi Arabia,TOTAL CEREALS,2021/22,0.0,4.97971,0.0,5.81525,12.81633,0.0,0.17,0.0,7.537,4.8922,12.29492,12.15078,0.0,4.97171,0.38712,156.2,0.84354,0.0,0.21,0.0,37.468839985944605,0.0,17.96603,17.96603,0.0,0.0,0.99534
Saudi Arabia,TOTAL CEREALS,2022/23,0.0,6.35971,0.0,5.97505,13.29027,0.0,0.18,0.0,7.8018,5.08164,14.06105,13.85492,0.0,4.97971,0.40682,157.9,0.99534,0.0,0.22,0.0,49.70542720480195,0.0,19.82997,19.82997,0.0,0.0,1.55318
Saudi Arabia,TOTAL CEREALS,2023/24,0.0,7.48913,0.0,7.91288,12.7948,0.0,0.13,0.0,6.99515,5.32033,12.80249,12.50105,0.0,6.35971,0.47932,159.9,1.55318,0.0,0.28,0.0,50.17452579899987,0.0,20.41394,20.41394,0.0,0.0,1.45567
Saudi Arabia,TOTAL CEREALS,2024/25,0.0,8.32113,0.0,8.9448,14.92616,0.0,0.2,0.0,8.775,5.45274,14.509,14.50249,0.0,7.48913,0.69842,160.6,1.45567,0.0,0.28,0.0,55.78409926612307,0.0,23.4473,23.44729,0.0,0.0,1.36767
Saudi Arabia,TOTAL CEREALS,2025/26,0.0,8.58113,0.0,9.6888,14.91667,0.0,0.2,0.0,8.574,5.60664,13.759,14.009,0.0,8.32113,0.73602,162.2,1.36767,0.0,0.3,0.0,66.62333873133878,0.0,23.6978,23.6978,0.0,0.0,1.78
Saudi Arabia,Wheat,2000/01,0.419,0.55,0.0,2.557,2.037,0.01,0.01,0.0,0.147,1.77,0.04,0.04,0.0,0.77,0.12,109.4,1.787,0.0,0.0,0.0,25.749063670411985,0.0,2.597,2.597,0.0,4.265,2.082
Saudi Arabia,Wheat,2001/02,0.424,0.45,0.0,2.632,2.136,0.101,0.101,0.0,0.166,1.85,0.055,0.055,0.0,0.55,0.12,108.6,2.082,0.0,0.0,0.0,19.937970757642887,0.0,2.687,2.687,0.0,4.91,2.436
Saudi Arabia,Wheat,2002/03,0.499,0.75,0.0,2.886,2.257,0.03,0.03,0.0,0.147,1.97,0.151,0.151,0.0,0.45,0.14,110.0,2.436,0.0,0.0,0.0,31.9693094629156,0.0,3.037,3.037,0.0,4.882,2.524
Saudi Arabia,Wheat,2003/04,0.517,0.95,0.0,3.274,2.346,0.04,0.04,0.0,0.116,2.06,0.062,0.062,0.0,0.75,0.17,109.7,2.524,0.0,0.0,0.0,38.06089743589744,0.0,3.336,3.336,0.0,4.882,2.776
Saudi Arabia,Wheat,2004/05,0.523,1.25,0.0,3.726,2.496,0.03,0.03,0.0,0.096,2.15,0.05,0.05,0.0,0.95,0.25,109.3,2.776,0.0,0.1,0.1,48.77097151775264,0.0,3.776,3.776,0.0,5.308,2.648
Saudi Arabia,Wheat,2005/06,0.489,1.35,0.0,3.898,2.563,0.035,0.035,0.0,0.063,2.25,0.05,0.05,0.0,1.25,0.25,109.4,2.648,0.0,0.1,0.1,52.63157894736842,0.0,3.948,3.948,0.0,5.415,2.63
Saudi Arabia,Wheat,2006/07,0.468,1.5,0.0,3.98,2.565,0.0,0.0,0.0,0.05,2.315,0.085,0.085,0.0,1.35,0.2,107.9,2.63,0.0,0.11,0.1,58.8235294117647,0.0,4.065,4.065,0.0,5.62,2.558
Saudi Arabia,Wheat,2007/08,0.45,1.583,0.0,4.058,2.55,0.0,0.0,0.0,0.05,2.4,0.075,0.075,0.0,1.5,0.1,107.3,2.558,0.0,0.16,0.1,57.56363636363636,0.0,4.133,4.133,0.0,5.684,1.986
Saudi Arabia,Wheat,2008/09,0.326,2.094,0.0,3.569,2.75,0.0,0.0,0.0,0.05,2.5,1.275,1.275,0.0,1.583,0.2,107.4,1.986,0.0,0.2,0.1,73.47368421052632,0.0,4.844,4.844,0.0,6.092,1.152
Saudi Arabia,Wheat,2009/10,0.196,2.303,0.0,3.246,2.85,0.0,0.0,0.0,0.05,2.6,1.907,1.907,0.0,2.094,0.2,107.4,1.152,0.0,0.21,0.1,78.0677966101695,0.0,5.153,5.153,0.0,5.878,1.349
Saudi Arabia,Wheat,2010/11,0.2195,2.441,0.0,3.652,2.95,0.0,0.0,0.0,0.05,2.7,1.739,1.739,0.0,2.303,0.2,107.3,1.349,0.0,0.15,0.1,59.82843137254902,0.0,5.391,5.391,0.0,6.146,1.184
Saudi Arabia,Wheat,2011/12,0.1928,2.453,0.0,3.625,4.08,0.0,0.0,0.0,1.1,2.78,2.908,2.908,0.0,2.441,0.2,106.5,1.184,0.0,0.2,0.1,78.62179487179488,0.0,6.533,6.533,0.0,6.141,0.85425
Saudi Arabia,Wheat,2012/13,0.144169,2.11825,0.0,3.30725,3.12,0.0,0.0,0.0,0.05,2.87,1.931,1.931,0.0,2.453,0.2,106.1,0.85425,0.0,0.2,0.1,63.99546827794562,0.0,5.23825,5.23825,0.0,5.925,0.66015
Saudi Arabia,Wheat,2013/14,0.1026,2.7134,0.0,2.7784,3.31,0.0,0.0,0.0,0.05,3.21,3.245,3.245,0.0,2.11825,0.05,114.5,0.66015,0.0,0.19,0.05,79.68869309838473,0.0,6.0234,6.0234,0.0,6.434,0.71853
Saudi Arabia,Wheat,2014/15,0.1222,3.68693,0.0,3.43193,3.405,0.0,0.015,0.0,0.055,3.3,3.675,3.675,0.0,2.7134,0.05,113.8,0.71853,0.0,0.05,0.05,106.71287988422576,0.0,7.10693,7.10693,0.0,5.88,0.012
Saudi Arabia,Wheat,2015/16,0.112956,3.10893,0.0,3.69893,3.455,0.0,0.065,0.0,0.025,3.38,2.93,2.93,0.0,3.68693,0.05,112.8,0.012,0.0,0.05,0.05,88.82657142857143,0.0,6.62893,6.62893,0.0,0.106,0.012
Saudi Arabia,Wheat,2016/17,0.104414,3.19093,0.0,3.12093,3.5,0.0,0.07,0.0,0.0,3.45,3.64,3.64,0.0,3.10893,0.05,112.3,0.012,0.0,0.05,0.05,89.88535211267606,0.0,6.76093,6.76093,0.0,0.115,0.013
Saudi Arabia,Wheat,2017/18,0.096517,3.01393,0.0,3.20393,3.55,0.0,0.07,0.0,0.0,3.5,3.43,3.43,0.0,3.19093,0.05,113.7,0.013,0.0,0.05,0.05,86.11228571428572,0.0,6.63393,6.63393,0.0,0.135,0.013
Saudi Arabia,Wheat,2018/19,0.08975,2.38193,0.0,3.02693,3.5,0.0,0.045,0.0,0.0,3.45,2.9,2.9,0.0,3.01393,0.05,113.6,0.013,0.0,0.05,0.05,67.09661971830985,0.0,5.92693,5.92693,0.0,0.145,0.500175
Saudi Arabia,Wheat,2019/20,0.084743,2.682105,0.0,2.882105,3.55,0.0,0.1,0.0,0.0,3.5,3.45,3.45,0.0,2.38193,0.05,114.9,0.500175,0.0,0.05,0.05,74.29653739612188,0.0,6.332105,6.332105,0.0,5.902,0.5546
Saudi Arabia,Wheat,2020/21,0.08698,2.461705,0.0,3.236705,3.61,0.0,0.14,0.0,0.0,3.56,2.975,2.975,0.0,2.682105,0.05,114.9,0.5546,0.0,0.05,0.05,66.98517006802722,0.0,6.211705,6.211705,0.0,6.376,0.613
Saudi Arabia,Wheat,2021/22,0.0914,2.729705,0.0,3.074705,3.675,0.0,0.17,0.0,0.0,3.625,3.5,3.5,0.0,2.461705,0.05,115.7,0.613,0.0,0.05,0.05,72.31006622516556,0.0,6.574705,6.574705,0.0,6.707,0.8
Saudi Arabia,Wheat,2022/23,0.1176,4.234705,0.0,3.529705,3.775,0.0,0.18,0.0,0.0,3.725,4.66,4.66,0.0,2.729705,0.05,115.8,0.8,0.0,0.06,0.05,107.20772151898734,0.0,8.189705,8.189705,0.0,6.803,1.314427
Saudi Arabia,Wheat,2023/24,0.210102,5.469132,0.0,5.549132,3.95,0.0,0.13,0.0,0.0,3.85,4.0,4.0,0.0,4.234705,0.1,115.7,1.314427,0.0,0.09,0.07,129.44691124260356,0.0,9.549132,9.549132,0.0,6.256,1.187
Saudi Arabia,Wheat,2024/25,0.212,6.231132,0.0,6.656132,4.225,0.0,0.2,0.0,0.0,3.925,4.0,4.0,0.0,5.469132,0.3,115.6,1.187,0.0,0.09,0.07,145.58719626168224,0.0,10.656132,10.656132,0.0,5.599,1.1
Saudi Arabia,Wheat,2025/26,0.25,6.351132,0.0,7.331132,4.28,0.0,0.2,0.0,0.0,3.98,3.5,3.5,0.0,6.231132,0.3,115.1,1.1,0.0,0.11,0.09,149.344693525631,0.0,10.831132,10.831132,0.0,4.4,1.5
South Africa,COARSE GRAINS,2000/01,4.091,2.311,0.0,13.254,10.04,1.848,1.463,0.0,4.374,4.534,0.535,0.56,0.0,1.188,1.132,96.1,12.066,0.0,0.0,0.0,27.245932563074746,0.0,13.814,13.814,0.0,2.949,8.2
South Africa,COARSE GRAINS,2001/02,3.46,1.289,0.0,10.511,8.482,1.357,1.328,0.0,3.117,4.572,0.775,0.588,0.0,2.311,0.793,96.1,8.2,0.0,0.0,0.0,14.232085679584852,0.0,11.099,11.099,0.0,2.37,10.592
South Africa,COARSE GRAINS,2002/03,3.766,2.846,0.0,11.881,9.057,1.05,1.132,0.0,3.571,4.595,1.024,1.154,0.0,1.289,0.891,95.7,10.592,0.0,0.0,0.0,29.16880188582556,0.0,13.035,13.035,0.0,2.813,10.255
South Africa,COARSE GRAINS,2003/04,3.917,2.787,0.0,13.101,9.757,1.063,1.143,0.0,4.3,4.633,0.651,0.586,0.0,2.846,0.824,95.5,10.255,0.0,0.0,0.0,30.103694102397927,0.0,13.687,13.687,0.0,2.618,10.318
South Africa,COARSE GRAINS,2004/05,3.504,3.448,0.0,13.105,9.258,1.089,0.769,0.0,3.763,4.671,0.292,0.37,0.29,2.787,0.824,95.3,10.318,0.0,1.06,0.0,32.80685061845861,0.0,13.475,13.475,0.0,2.945,12.25
South Africa,COARSE GRAINS,2005/06,3.487,3.476,0.0,15.698,10.51,1.898,2.176,0.0,4.481,4.713,0.651,0.464,0.3,3.448,1.316,95.2,12.25,0.0,0.5,0.0,38.71255150907673,0.0,16.162,16.162,0.0,3.513,7.316
South Africa,COARSE GRAINS,2006/07,2.246,2.239,0.0,10.792,8.979,0.484,0.585,0.0,3.517,4.724,1.122,1.011,0.27,3.476,0.738,94.5,7.316,0.0,0.62,0.0,23.410706817231283,0.0,11.803,11.803,0.0,3.257,7.79
South Africa,COARSE GRAINS,2007/08,3.128,1.233,0.0,10.029,9.564,0.628,0.505,0.0,4.153,4.665,0.97,1.273,0.26,2.239,0.746,92.3,7.79,0.0,0.68,0.0,11.148282097649188,0.0,11.302,11.302,0.0,2.49,13.65
South Africa,COARSE GRAINS,2008/09,3.531,1.791,0.0,14.883,11.06,2.394,2.197,0.0,4.821,4.643,0.144,0.165,0.25,1.233,1.596,90.8,13.65,0.0,0.55,0.0,16.41161916979749,0.0,15.048,15.048,0.0,3.866,13.11
South Africa,COARSE GRAINS,2009/10,3.146,2.375,0.0,14.901,10.913,1.501,1.725,0.0,4.924,4.749,0.109,0.112,0.25,1.791,1.24,91.8,13.11,0.0,0.82,0.0,20.26969360757873,0.0,15.013,15.013,0.0,4.167,13.859
South Africa,COARSE GRAINS,2010/11,3.516,2.512,0.0,16.234,11.717,2.442,2.095,0.0,4.917,4.759,0.115,0.09,0.31,2.375,2.041,90.9,13.859,0.0,0.62,0.0,23.470055124731385,0.0,16.324,16.324,0.0,3.942,11.471
South Africa,COARSE GRAINS,2011/12,3.112,1.235,0.0,13.983,10.703,2.259,2.602,0.0,5.119,4.808,0.565,0.557,0.32,2.512,0.776,90.7,11.471,0.0,0.49,0.0,11.206833500573772,0.0,14.54,14.54,0.0,3.686,13.2645
South Africa,COARSE GRAINS,2012/13,3.35799,1.634,0.0,14.4995,11.020062,2.1,1.965,0.0,5.2535,4.849,0.099,0.119562,0.46,1.235,0.917562,90.2,13.2645,0.0,0.59,0.0,13.893172050100786,0.0,14.619062,14.619062,0.0,3.95,12.9435
South Africa,COARSE GRAINS,2013/14,3.43264,0.794,0.0,14.5775,11.761173,2.035,2.253,0.0,5.244,4.934,0.222,0.230673,0.44,1.634,1.583173,90.2,12.9435,0.0,0.58,0.0,6.654670937836741,0.0,14.808173,14.808173,0.0,3.771,15.529869
South Africa,COARSE GRAINS,2014/15,3.354275,2.4244,0.0,16.323869,11.931469,1.768,2.184,0.0,5.248669,5.236,0.321,0.216,0.46,0.794,1.4468,94.2,15.529869,0.0,0.54,0.0,20.264803236484003,0.0,16.539869,16.539869,0.0,4.63,11.1336
South Africa,COARSE GRAINS,2015/16,3.28693,2.739,0.0,13.558,11.9636,0.849,0.9034,0.0,5.471,5.374,2.402,2.048,0.42,2.4244,1.1186,94.7,11.1336,0.0,0.46,0.0,23.47513003242208,0.0,15.606,15.606,0.0,3.387,8.709667
South Africa,COARSE GRAINS,2016/17,2.4195,1.357,0.0,11.448667,11.667667,0.7629,0.844,0.0,5.353867,5.438,2.1042,2.42,0.47,2.739,0.8758,95.0,8.709667,0.0,0.84,0.0,10.437679515396308,0.0,13.868667,13.868667,0.0,3.6,18.046224
South Africa,COARSE GRAINS,2017/18,3.20103,4.2177,0.0,19.403224,13.000974,2.4309,2.2985,0.0,5.392849,5.5416,0.0793,0.11395,0.47,1.357,2.066525,96.1,18.046224,0.0,0.67,0.0,32.26244435613755,0.0,19.517174,19.517174,0.0,5.638,13.688395
South Africa,COARSE GRAINS,2018/19,2.5206,3.0054,0.0,17.906095,13.073095,1.8319,2.075,0.0,5.293995,5.612,0.355,0.2474,0.59,4.2177,2.1671,95.7,13.688395,0.0,0.65,0.0,23.99883287768237,0.0,18.153495,18.153495,0.0,5.431,12.338909
South Africa,COARSE GRAINS,2019/20,2.55426,2.1462,0.0,15.344309,12.523109,1.4093,1.3561,0.0,5.388264,5.5988,0.6809,0.6811,0.59,3.0054,1.536045,94.0,12.338909,0.0,0.73,0.0,16.57712301411674,0.0,16.025409,16.025409,0.0,4.831,16.775808
South Africa,COARSE GRAINS,2020/21,3.16595,3.4568,0.0,18.922008,12.946758,2.6135,2.55145,0.0,5.610823,5.6575,0.0365,0.033,0.55,2.1462,1.678435,93.4,16.775808,0.0,0.82,0.0,26.11966293484728,0.0,18.955008,18.955008,0.0,5.299,17.573374
South Africa,COARSE GRAINS,2021/22,3.34578,4.066,0.0,21.030174,13.234474,4.16575,3.7398,0.0,5.647494,5.7523,0.008,0.0101,0.72,3.4568,1.83468,93.5,17.573374,0.0,0.77,0.0,31.436929794903023,0.0,21.040274,21.040274,0.0,5.252,16.590365
South Africa,COARSE GRAINS,2022/23,3.2145,4.1527,0.0,20.656365,12.933833,3.71898,3.7058,0.0,5.616846,5.7847,0.12025,0.135968,0.7,4.066,1.532287,92.7,16.590365,0.0,0.81,0.0,30.349427316896342,0.0,20.792333,20.792333,0.0,5.161,16.95636
South Africa,COARSE GRAINS,2023/24,2.8027,3.9997,0.0,21.10906,13.68296,3.228245,3.6896,0.0,5.68997,5.8625,0.2868,0.2632,0.57,4.1527,2.13049,92.7,16.95636,0.0,0.65,0.0,27.78852734075111,0.0,21.37226,21.37226,0.0,6.05,13.95265
South Africa,COARSE GRAINS,2024/25,3.20405,2.075,0.0,17.95235,14.39335,2.12,2.32,0.0,5.694,5.956,0.8425,0.836,0.67,3.9997,2.74335,93.1,13.95265,0.0,0.81,0.0,13.92139730842698,0.0,18.78835,18.78835,0.0,4.355,17.839113
South Africa,COARSE GRAINS,2025/26,3.1753,2.77,0.0,19.914113,14.905113,2.52,2.52,0.0,5.708,5.986,0.281,0.281,0.66,2.075,3.211113,92.5,17.839113,0.0,0.79,0.0,18.86334786543559,0.0,20.195113,20.195113,0.0,5.618,17.33
South Africa,Maize,2000/01,3.813,2.115,0.0,12.414,9.276,1.8,1.423,0.0,4.166,4.31,0.421,0.4,0.0,0.983,0.8,91.4,11.431,0.0,0.0,0.0,27.118861392486217,0.0,12.814,12.814,0.0,2.998,7.772
South Africa,Maize,2001/02,3.223,1.202,0.0,9.887,7.799,1.307,1.281,0.0,3.009,4.34,0.573,0.395,0.0,2.115,0.45,91.2,7.772,0.0,0.0,0.0,14.27044995844711,0.0,10.282,10.282,0.0,2.411,10.076
South Africa,Maize,2002/03,3.533,2.71,0.0,11.278,8.423,0.998,1.07,0.0,3.438,4.385,0.786,0.925,0.0,1.202,0.6,91.3,10.076,0.0,0.0,0.0,29.662872154115583,0.0,12.203,12.203,0.0,2.852,9.705
South Africa,Maize,2003/04,3.651,2.624,0.0,12.415,9.136,1.02,1.096,0.0,4.173,4.413,0.495,0.441,0.0,2.71,0.55,91.0,9.705,0.0,0.0,0.0,30.25481378992275,0.0,12.856,12.856,0.0,2.658,9.71
South Africa,Maize,2004/05,3.204,3.148,0.0,12.334,8.673,1.053,0.732,0.0,3.683,4.44,0.133,0.219,0.1,2.624,0.55,90.6,9.71,0.0,1.0,0.0,31.75948345439871,0.0,12.553,12.553,0.0,3.031,11.716
South Africa,Maize,2005/06,3.223,3.169,0.0,14.864,9.912,1.871,2.143,0.0,4.442,4.47,0.558,0.36,0.1,3.148,1.0,90.3,11.716,0.0,0.44,0.0,37.6499940596412,0.0,15.224,15.224,0.0,3.635,6.935
South Africa,Maize,2006/07,2.032,2.07,0.0,10.104,8.417,0.456,0.548,0.0,3.477,4.49,1.032,0.931,0.1,3.169,0.45,89.8,6.935,0.0,0.5,0.0,22.97957371225577,0.0,11.035,11.035,0.0,3.413,7.339
South Africa,Maize,2007/08,2.897,1.049,0.0,9.409,9.008,0.6,0.472,0.0,4.038,4.52,0.82,1.12,0.1,2.07,0.45,89.5,7.339,0.0,0.6,0.0,9.993331428027057,0.0,10.529,10.529,0.0,2.533,13.164
South Africa,Maize,2008/09,3.297,1.581,0.0,14.213,10.497,2.347,2.162,0.0,4.7,4.5,0.027,0.027,0.1,1.049,1.297,88.0,13.164,0.0,0.5,0.0,15.240023134759976,0.0,14.24,14.24,0.0,3.993,12.567
South Africa,Maize,2009/10,2.896,2.131,0.0,14.148,10.374,1.452,1.67,0.0,4.8,4.6,0.027,0.027,0.1,1.581,0.974,88.9,12.567,0.0,0.74,0.0,19.112107623318387,0.0,14.175,14.175,0.0,4.339,13.421
South Africa,Maize,2010/11,3.263,2.336,0.0,15.552,11.15,2.417,2.066,0.0,4.8,4.6,0.0,0.0,0.1,2.131,1.75,87.9,13.421,0.0,0.6,0.0,23.11269417235579,0.0,15.552,15.552,0.0,4.113,10.924
South Africa,Maize,2011/12,2.859,1.0,0.0,13.26,10.107,2.228,2.575,0.0,5.0,4.65,0.428,0.422,0.1,2.336,0.457,87.7,10.924,0.0,0.45,0.0,9.609321503105445,0.0,13.682,13.682,0.0,3.821,12.759
South Africa,Maize,2012/13,3.141,1.417,0.0,13.759,10.406562,2.083,1.946,0.0,5.1,4.7,0.003,0.010562,0.1,1.0,0.606562,87.4,12.759,0.0,0.5,0.0,12.695229469632377,0.0,13.769562,13.769562,0.0,4.062,12.486
South Africa,Maize,2013/14,3.223,0.589,0.0,13.903,11.161673,2.016,2.232,0.0,5.1,4.775,0.08,0.079673,0.1,1.417,1.286673,87.3,12.486,0.0,0.51,0.0,5.189244431914294,0.0,13.982673,13.982673,0.0,3.874,14.925
South Africa,Maize,2014/15,3.13,2.0736,0.0,15.514,11.3504,1.732,2.155,0.0,5.2,4.82,0.179,0.065,0.12,0.589,1.3304,86.7,14.925,0.0,0.47,0.0,18.33000371267436,0.0,15.579,15.579,0.0,4.768,10.629
South Africa,Maize,2015/16,3.048,2.471,0.0,12.7026,11.3126,0.829,0.879,0.0,5.425,4.87,2.255,1.96,0.1,2.0736,1.0176,85.9,10.629,0.0,0.35,0.0,22.483053546244484,0.0,14.6626,14.6626,0.0,3.487,8.2145
South Africa,Maize,2016/17,2.212,1.094,0.0,10.6855,10.9905,0.759,0.837,0.0,5.3,4.95,1.949,2.236,0.12,2.471,0.7405,86.4,8.2145,0.0,0.71,0.0,8.818313719168145,0.0,12.9215,12.9215,0.0,3.714,17.551
South Africa,Maize,2017/18,2.995,3.95,0.0,18.645,12.406,2.422,2.289,0.0,5.35,5.1,0.0001,0.0,0.12,1.094,1.956,88.5,17.551,0.0,0.59,0.0,31.635431683485503,0.0,18.645,18.645,0.0,5.86,13.104
South Africa,Maize,2018/19,2.3005,2.67,0.0,17.054,12.486,1.827,2.07,0.0,5.25,5.15,0.238,0.172,0.14,3.95,2.086,87.9,13.104,0.0,0.57,0.0,22.55248520785029,0.0,17.226,17.226,0.0,5.696,11.80705
South Africa,Maize,2019/20,2.3005,1.8,0.0,14.47705,11.83905,1.4,1.348,0.0,5.3,5.19,0.55,0.51,0.16,2.67,1.34905,87.1,11.80705,0.0,0.65,0.0,14.7733521556783,0.0,14.98705,14.98705,0.0,5.132,15.966
South Africa,Maize,2020/21,2.90826,3.035,0.0,17.766,12.1841,2.61,2.5469,0.0,5.4,5.2,0.0,0.0,0.18,1.8,1.5841,85.9,15.966,0.0,0.75,0.0,24.242298377563213,0.0,17.766,17.766,0.0,5.49,16.95144
South Africa,Maize,2021/22,3.1183,3.735,0.0,19.98644,12.51944,4.15415,3.732,0.0,5.5,5.3,0.0,0.0,0.18,3.035,1.71944,86.2,16.95144,0.0,0.69,0.0,30.514705882352946,0.0,19.98644,19.98644,0.0,5.436,16.137
South Africa,Maize,2022/23,3.0018,3.935,0.0,19.872,12.24,3.71258,3.697,0.0,5.5,5.35,0.0,0.0,0.18,3.735,1.39,85.8,16.137,0.0,0.73,0.0,30.32802047045041,0.0,19.872,19.872,0.0,5.376,16.43
South Africa,Maize,2023/24,2.5861,3.75,0.0,20.365,12.9748,3.209645,3.673,0.0,5.55,5.4,0.0328,0.0328,0.19,3.935,2.0248,85.4,16.43,0.0,0.58,0.0,27.422303473491773,0.0,20.3978,20.3978,0.0,6.353,13.425
South Africa,Maize,2024/25,2.98325,1.8,0.0,17.175,13.675,2.1,2.3,0.0,5.55,5.5,0.6,0.6,0.18,3.75,2.625,85.9,13.425,0.0,0.74,0.0,12.70154888332216,0.0,17.775,17.775,0.0,4.5,17.2715
South Africa,Maize,2025/26,2.9547,2.5,0.0,19.0715,14.1715,2.5,2.5,0.0,5.55,5.55,0.1,0.1,0.18,1.8,3.0715,85.7,17.2715,0.0,0.72,0.0,17.94458597007092,0.0,19.1715,19.1715,0.0,5.845,16.8
South Africa,Rice,2000/01,0.001,0.09,0.0,0.112001,0.534207,0.0,0.0,0.0,0.0,0.521024,0.527493,0.512206,0.0,0.11,0.013183,11.0,0.002001,0.003,0.0,0.0,16.378704772026627,0.0,0.624207,0.624207,0.0,3.0,0.002001
South Africa,Rice,2001/02,0.001,0.07,0.0,0.092001,0.549494,0.0,0.0,0.0,0.0,0.537082,0.728514,0.527493,0.0,0.09,0.012412,11.3,0.002001,0.003,0.0,0.0,10.286327266849373,0.0,0.619494,0.619494,0.0,3.0,0.002001
South Africa,Rice,2002/03,0.001,0.12,0.0,0.072001,0.680515,0.0,0.0,0.0,0.0,0.666087,0.777934,0.728514,0.0,0.07,0.014428,13.9,0.002001,0.003,0.0,0.0,16.327974582786233,0.0,0.800515,0.800515,0.0,3.0,0.002001
South Africa,Rice,2003/04,0.001,0.165,0.0,0.122001,0.734935,0.0,0.0,0.0,0.0,0.717266,0.736038,0.777934,0.0,0.12,0.017669,14.8,0.002001,0.003,0.0,0.0,22.05767346354936,0.0,0.899935,0.899935,0.0,3.0,0.002001
South Africa,Rice,2004/05,0.001,0.155,0.0,0.167001,0.748039,0.0,0.0,0.0,0.0,0.730498,0.731875,0.736038,0.0,0.165,0.017541,14.9,0.002001,0.003,0.0,0.0,20.83680613435573,0.0,0.903039,0.903039,0.0,3.0,0.002001
South Africa,Rice,2005/06,0.001,0.145,0.0,0.157001,0.743876,0.0,0.0,0.0,0.0,0.726898,0.780971,0.731875,0.0,0.155,0.016978,14.7,0.002001,0.003,0.0,0.0,19.129994247808625,0.0,0.888876,0.888876,0.0,3.0,0.002001
South Africa,Rice,2006/07,0.001,0.17,0.0,0.147001,0.757972,0.0,0.0,0.0,0.0,0.742757,0.95108,0.780971,0.0,0.145,0.015215,14.9,0.002001,0.003,0.0,0.0,20.9081260046662,0.0,0.927972,0.927972,0.0,3.0,0.002001
South Africa,Rice,2007/08,0.001,0.31,0.0,0.172001,0.813081,0.0,0.0,0.0,0.0,0.763081,0.625546,0.95108,0.0,0.17,0.05,15.1,0.002001,0.003,0.0,0.0,41.19344040970199,0.0,1.123081,1.123081,0.0,3.0,0.002001
South Africa,Rice,2008/09,0.001,0.185,0.0,0.312001,0.752547,0.0,0.0,0.0,0.0,0.734664,0.668617,0.625546,0.0,0.31,0.017883,14.4,0.002001,0.003,0.0,0.0,25.14892240266008,0.0,0.937547,0.937547,0.0,3.0,0.002001
South Africa,Rice,2009/10,0.001,0.12,0.0,0.187001,0.735618,0.0,0.0,0.1,0.0,0.721588,0.652002,0.668617,0.0,0.185,0.014029,13.9,0.002001,0.003,0.0,0.0,16.128967221906365,0.0,0.855618,0.855618,0.0,3.0,0.002001
South Africa,Rice,2010/11,0.001,0.03,0.0,0.122001,0.744003,0.0,0.0,0.1,0.0,0.730723,0.791699,0.652002,0.0,0.12,0.01328,14.0,0.002001,0.003,0.0,0.0,3.7797656545294194,0.0,0.774003,0.774003,0.0,3.0,0.002001
South Africa,Rice,2011/12,0.001,0.03,0.0,0.032001,0.7937,0.0,0.0,0.1,0.0,0.780325,1.183369,0.791699,0.0,0.03,0.013375,14.7,0.002001,0.003,0.0,0.0,3.20728695596395,0.0,0.8237,0.8237,0.0,3.0,0.002001
South Africa,Rice,2012/13,0.001,0.28,0.0,0.032001,0.93537,0.0,0.0,0.1,0.0,0.86537,1.148428,1.183369,0.0,0.03,0.07,16.1,0.002001,0.003,0.0,0.0,26.655775878236412,0.0,1.21537,1.21537,0.0,3.0,0.002001
South Africa,Rice,2013/14,0.001,0.38,0.0,0.282001,1.050429,0.0,0.0,0.1,0.0,0.970429,0.795452,1.148428,0.0,0.28,0.08,17.7,0.002001,0.003,0.0,0.0,40.97242663509633,0.0,1.430429,1.430429,0.0,3.0,0.002001
South Africa,Rice,2014/15,0.001,0.25,0.0,0.382001,0.927453,0.0,0.0,0.1,0.0,0.887453,0.878151,0.795452,0.0,0.38,0.04,16.0,0.002001,0.003,0.0,0.0,28.08509108556741,0.0,1.177453,1.177453,0.0,3.0,0.002001
